name,batchNumber,expiryDate,chemical_stability,contamination_level,ph_level,sterility_index,temperature_exposure,moisture_content
Ciprofloxacin,BATCH30,2026-11-08,0.4162706012733827,0.0494863296714687,5.944658418178109,0.7199330836827226,0.05204069532946423,0.5086873796945569
Paracetamol,BATCH31,2026-04-16,0.9458076819988381,0.33734027431656954,5.360046137863181,0.8919192299448033,0.7555980312854106,0.5592191878827193
Simvastatin,BATCH32,2025-02-26,0.8953072265627702,0.8231917533030182,6.753136889448895,0.9682866515208812,0.9420569209136013,0.8822119255073849
Losartan,BATCH33,2026-01-27,0.5474766789597347,0.4711277174481729,7.935493125896737,0.45838351271470545,0.4258770811518642,0.5753654234817892
Metformin,BATCH34,2026-02-01,0.5601569222642279,0.23116008975267485,3.5976700423939456,0.05998184600908085,0.15299142810649063,0.551822559880408
Diazepam,BATCH35,2025-02-27,0.343474332115221,0.8362034109156676,4.362125444767128,0.8343503233624188,0.5100236092072373,0.8139570399841752
Simvastatin,BATCH36,2025-03-04,0.48178249556695735,0.23634098606248322,6.412270640224521,0.11796593323903559,0.905707135347626,0.07434752913534717
Omeprazole,BATCH37,2024-07-22,0.7287260692424254,0.8173387860085324,4.186560045507255,0.21944437888809953,0.6097611473335086,0.651482537659213
Paracetamol,BATCH38,2024-07-14,0.4323091893654023,0.4584497356089668,3.1507375775820115,0.6531674536874537,0.22023401178316998,0.8136863961649531
Clopidogrel,BATCH39,2025-12-28,0.22858467847223213,0.46885993839460904,3.5490331197398275,0.7457352440930346,0.5576761382597422,0.10364975378814575
Clopidogrel,BATCH40,2024-10-11,0.5638165998838238,0.2799924137596598,5.1681346372924,0.6946472486671068,0.3335967281226944,0.8134567400970301
Omeprazole,BATCH41,2024-07-14,0.2640700658816116,0.9011722806903588,5.153923260613469,0.4384921942489016,0.033324448445687556,0.7892843677914749
Losartan,BATCH42,2024-11-02,0.9755731782119701,0.09789742293719274,7.861523453134456,0.9180670585142787,0.9145059426895165,0.010933697774707702
Simvastatin,BATCH43,2024-01-14,0.4208229183113564,0.15296223829048927,5.329750169488838,0.8321962691979968,0.7965108549186833,0.253695548701305
Simvastatin,BATCH44,2026-12-16,0.9141817230286604,0.6395259205637457,6.390338537342466,0.6636825901989144,0.924835757481323,0.15974563551958607
Omeprazole,BATCH45,2025-12-23,0.26427629677344305,0.8516141130987848,5.461005008566719,0.44107568240575024,0.6859695904064188,0.5162244603071249
Levothyroxine,BATCH46,2026-02-18,0.22974855504048763,0.10449673768337532,4.349592494564133,0.4638259331926593,0.45524122859099264,0.9148665416990936
Levothyroxine,BATCH47,2025-06-12,0.6360560725877505,0.7364147269224421,3.527255325573001,0.17596664244556415,0.49825654059997954,0.6066793744847138
Omeprazole,BATCH48,2026-03-08,0.7904101243881546,0.7450864178080915,7.2953700804494845,0.7797049970997142,0.21257418347125334,0.6057849671330083
Levothyroxine,BATCH49,2024-12-09,0.588426335659757,0.5857075028632789,3.763313472176126,0.8659633824867724,0.392436109046273,0.13162014972055364
Aspirin,BATCH50,2024-07-27,0.2683058994249964,0.49186076768796644,3.4844680796143286,0.8272816609247188,0.17221241512471314,0.66971551723273
Simvastatin,BATCH51,2025-10-02,0.08599964473979627,0.32787688171445917,4.069143055145203,0.5470979479765166,0.4787272168208898,0.8894373733545672
Lisinopril,BATCH52,2024-09-08,0.6373743801314549,0.35794717450833985,3.0124431961747016,0.837941141532066,0.6494598677206568,0.4350541521704284
Amoxicillin,BATCH53,2024-09-27,0.1744853640972709,0.6776891376913161,3.3598257491249646,0.7904088334576224,0.26403028137594575,0.6849502342175309
Omeprazole,BATCH54,2026-07-08,0.37601756768071465,0.0746344183017712,6.175983842170524,0.8323593130701649,0.9443297206889145,0.3019818025206577
Aspirin,BATCH55,2025-02-22,0.69199551598767,0.5890856376691793,4.217738034289475,0.9819333307686103,0.6503776372840341,0.2762102206865555
Ciprofloxacin,BATCH56,2026-03-05,0.1431222685537853,0.28594487052831863,4.692560478209605,0.8100000343736475,0.22771851556769165,0.19324211223636964
Aspirin,BATCH57,2025-12-25,0.17088890579475802,0.4719398528245031,7.176498774248464,0.27068996571521375,0.17533061635955716,0.24908770701000085
Lisinopril,BATCH58,2025-03-08,0.10858289694203392,0.5633898222656966,6.8644979146944065,0.8208629162927702,0.17827105695684128,0.34933087256352885
Ciprofloxacin,BATCH59,2024-04-18,0.9962751724614852,0.8868027501979878,5.461240505186814,0.3756351059883871,0.9741171124576571,0.5710608088347991
Omeprazole,BATCH60,2025-10-02,0.41772293017150214,0.5832841394490312,6.064883291302136,0.5161922176836633,0.24425671012249955,0.7828480996102309
Lisinopril,BATCH61,2026-12-06,0.9105054093479028,0.23488797592262883,3.4290563922011064,0.7963995271302734,0.1766900529441333,0.2966675124289916
Ibuprofen,BATCH62,2025-01-13,0.328906356503068,0.08866485864065324,6.807973507406789,0.3167188326709982,0.17234983724812244,0.17643050055870665
Amoxicillin,BATCH63,2026-08-15,0.765542436883471,0.6307185155950619,5.5809573334762606,0.026083144269060665,0.35085182444279456,0.45526511941858977
Omeprazole,BATCH64,2024-04-12,0.25811328549675994,0.5495979123876277,5.854745509713137,0.7181445230451247,0.6191625541307582,0.7916195452219822
Simvastatin,BATCH65,2026-06-10,0.5234084741658378,0.6750799176103014,6.327634827181705,0.9021741197954015,0.08828685209937545,0.3954390472157927
Levothyroxine,BATCH66,2026-05-03,0.8333849523309906,0.4648026133459636,5.500876495513569,0.9278884482945541,0.16784023245259017,0.9141417375374361
Ibuprofen,BATCH67,2026-11-16,0.8255176789503285,0.8268745888596977,5.6084631509512874,0.7989101833400933,0.9766881629835213,0.2554355367122045
Losartan,BATCH68,2025-06-13,0.8045666814945408,0.9209778854162468,5.498177934114389,0.935142858093965,0.621613982619208,0.7607307415120059
Omeprazole,BATCH69,2025-11-09,0.8325476923866253,0.04960437800139083,5.484087390717852,0.8206560923693148,0.14828651277443058,0.4730808588561835
Losartan,BATCH70,2026-09-15,0.2508986672405853,0.7466456708014897,6.751026503541615,0.03009904861318935,0.5545964687643553,0.11605465044894439
Ciprofloxacin,BATCH71,2025-03-03,0.5081054589323671,0.04480893929937374,5.136042635904,0.34965542545288675,0.24852816335399722,0.28826159489429176
Ibuprofen,BATCH72,2026-04-01,0.5106279008673007,0.45064572000381925,3.0144665924836858,0.3361063273756265,0.9738802137218364,0.8596410955043627
Amoxicillin,BATCH73,2026-07-20,0.8959773629805169,0.4669871846036068,6.06031588060941,0.21916434846020372,0.3949238333124072,0.015829349473112708
Simvastatin,BATCH74,2026-11-27,0.33204723792945734,0.69925621354978,7.763312374631417,0.7979370300909038,0.15095136695984018,0.7587782702430544
Omeprazole,BATCH75,2025-05-25,0.9349210987195958,0.3588792652189375,4.284799153957825,0.5200898455211013,0.616835732476595,0.8132924607248306
Simvastatin,BATCH76,2025-01-27,0.47825594949079403,0.8226923249350365,7.080966655860832,0.8362893841101748,0.1459338606774392,0.12863912382662065
Lisinopril,BATCH77,2025-12-13,0.6862976530185478,0.34943541736640377,5.2774510414154,0.6013492901338772,0.5228892321486044,0.9625675734085193
Simvastatin,BATCH78,2025-05-08,0.30543895666536763,0.3490927094580726,6.2149103495403,0.5906093456327969,0.853710627731452,0.8735678342360064
Diazepam,BATCH79,2025-06-30,0.4397832014897419,0.23053306098206053,7.454368655636927,0.38414845329572944,0.3522734361859828,0.186745986870704
Atorvastatin,BATCH80,2025-08-16,0.7243108854656835,0.6870303078597039,6.855068063991368,0.7896029208901465,0.4827066807914777,0.24904244186227978
Omeprazole,BATCH81,2025-01-23,0.5371097847584588,0.0858213551428892,7.4228669422090405,0.6830916630660445,0.11724282999337772,0.8202733328017194
Aspirin,BATCH82,2024-06-06,0.9341726111039171,0.3694245350259199,3.0475998943809053,0.33875184819020443,0.6498780249929935,0.5509094897794286
Levothyroxine,BATCH83,2026-10-24,0.7502687176026036,0.27422183868806715,3.9365749232167553,0.9935733094001807,0.12099866683298977,0.9233423037270772
Paracetamol,BATCH84,2024-06-15,0.5861827792350699,0.23704227875040104,5.117472062829045,0.4627891984491671,0.3336950857490419,0.9793496121506091
Amoxicillin,BATCH85,2026-08-17,0.8923362688195977,0.07037348400220182,7.239208987265516,0.3165901949162504,0.8427710294054775,0.3500067298677616
Ibuprofen,BATCH86,2025-02-12,0.6822785693493072,0.1984792845675591,7.191959660867635,0.6877930561142189,0.1584194255681025,0.10600230356424223
Atorvastatin,BATCH87,2024-07-12,0.6649544497494108,0.4517819660967144,3.9257016598697376,0.222807430072004,0.8417683614448349,0.7064797381418757
Amoxicillin,BATCH88,2024-08-22,0.2840527664902459,0.508704040714683,3.711212165478607,0.8306440724614532,0.6342661495075199,0.9238894962983389
Ibuprofen,BATCH89,2025-12-18,0.42511411725180037,0.27680962705189543,7.173512175982662,0.680363578287358,0.14963292718665347,0.17322914953345184
Levothyroxine,BATCH90,2026-03-26,0.6991384699738205,0.6537410733819015,5.707171470153773,0.8700653537375099,0.1768073020225772,0.9855316209493277
Metformin,BATCH91,2025-02-07,0.897202125909,0.34243540428040486,6.13384877934788,0.3290513629202574,0.6665812560689401,0.20391112685199275
Metformin,BATCH92,2026-06-11,0.3497700999626694,0.3735733798671239,7.046030373327899,0.8544255629330596,0.7318794712442604,0.09541284133562217
Losartan,BATCH93,2025-11-08,0.25471134084583547,0.7847980907798964,4.058732317935808,0.5009311427704728,0.6591761619895052,0.5007409992762024
Amoxicillin,BATCH94,2024-03-08,0.614011179875063,0.5564470542106531,3.6824239995237003,0.05915627664462375,0.716911434667314,0.8075168846845285
Metformin,BATCH95,2024-03-28,0.11383724319757747,0.9536431026820841,7.29522131392078,0.194169267387849,0.3679676368369805,0.36083142172100874
Diazepam,BATCH96,2024-08-04,0.7288146163775049,0.3657081892524868,3.5588705295810166,0.21764916528912404,0.011420960116202722,0.33852267793222807
Omeprazole,BATCH97,2024-01-01,0.7179816161231068,0.8295620910344594,3.440904253480382,0.7679909763056204,0.53361138997892,0.20514020332273372
Ibuprofen,BATCH98,2024-05-19,0.3872177294368473,0.7409541604496873,4.3853758780835514,0.20312541379448634,0.5985725680572707,0.9862184092474808
Losartan,BATCH99,2025-09-09,0.8980437706776566,0.8912870381674761,4.584244301003718,0.5619172545905672,0.6907779919742667,0.3484467068651787
Simvastatin,BATCH100,2024-05-12,0.5270720844621711,0.9572234591938502,4.205676770256008,0.65254203211269,0.2389999339381564,0.6698059288864574
Ibuprofen,BATCH101,2024-06-26,0.66347670315829,0.017599752896052805,6.7081163625010785,0.7738573718317219,0.1785294548579223,0.1410572236495476
Losartan,BATCH102,2026-03-20,0.24909955784142096,0.09741477038884093,7.8667705639649474,0.7838802179878818,0.832002367537323,0.4552591722898671
Levothyroxine,BATCH103,2025-01-14,0.446473318402,0.6775954330152335,3.9979567136231715,0.7176038561249412,0.8428840859119234,0.7978666788687948
Amoxicillin,BATCH104,2026-06-26,0.8692966632562797,0.39629786109964016,6.909260947660734,0.2131837954727379,0.987734465742735,0.9706383072638679
Levothyroxine,BATCH105,2025-10-19,0.25229257025072566,0.8209338507253191,3.221211051340584,0.5434693128711849,0.34636307318772047,0.185562245079671
Omeprazole,BATCH106,2025-03-25,0.4210456587128453,0.02186003136941054,3.5945133020941054,0.290169581562416,0.06842788806906762,0.10370369635758886
Omeprazole,BATCH107,2025-08-08,0.35217271720672344,0.8089076289664661,5.575587084894812,0.7750975577888833,0.4811249647040782,0.9876283954258975
Atorvastatin,BATCH108,2025-04-07,0.1935546756215411,0.14388957832061572,7.998044347461127,0.7480928108751377,0.48494850252672533,0.5586409759693322
Levothyroxine,BATCH109,2026-09-16,0.32523202222115877,0.2973465535230017,7.746828248906823,0.22964756667447328,0.04616489476909745,0.3519666815998479
Lisinopril,BATCH110,2024-05-01,0.2711336693964559,0.9693874182581471,3.5597147008629992,0.6413427217127414,0.5793108176659156,0.960675624722086
Simvastatin,BATCH111,2024-01-17,0.927413948938261,0.061082132412686445,4.198434580229472,0.05842790233986872,0.26821084941265577,0.39628720830096903
Omeprazole,BATCH112,2024-11-22,0.7540248643156562,0.3555502063281472,7.728959248619809,0.7685484170680571,0.1279341648197806,0.23968379697831926
Levothyroxine,BATCH113,2024-11-13,0.35029650269368307,0.0936834878870714,3.753619530178221,0.7802020643784998,0.6088423450002632,0.8054685696342192
Atorvastatin,BATCH114,2026-03-19,0.7751721005805743,0.8550683619532345,6.713944876138326,0.3470119107715821,0.289522452311816,0.320824843022944
Ciprofloxacin,BATCH115,2025-05-17,0.07103295538217783,0.7059859613120488,3.005540117038426,0.806256546209415,0.5659579144735406,0.32875803122529046
Diazepam,BATCH116,2024-04-28,0.5501984752325829,0.802334013937572,6.158560513375862,0.8582975498735577,0.025057939140084702,0.45053982752623295
Ibuprofen,BATCH117,2025-12-10,0.28781783554793944,0.5320067166443531,5.473002109213614,0.19005780447117926,0.37255703319078837,0.6960294088329704
Omeprazole,BATCH118,2024-02-14,0.15860596821808848,0.3641428194747566,5.355126398583825,0.3508951033199501,0.8667688820011143,0.8433459523762518
Ciprofloxacin,BATCH119,2024-11-09,0.8895706019215641,0.012250883409074804,7.1459587537669735,0.2610806766295951,0.6536159653182937,0.23391032833991907
Atorvastatin,BATCH120,2025-02-21,0.23937350754944398,0.2851480389224851,3.4036717262396565,0.37435832986854367,0.8688350648373805,0.3688627167917087
Losartan,BATCH121,2025-07-09,0.8312715382989682,0.5194080112984535,4.886660719550492,0.44690415881536216,0.7430697529359485,0.5012069597347436
Omeprazole,BATCH122,2024-11-21,0.44256154361718264,0.6677184161113227,5.230192724866495,0.5099687460470319,0.7225182902269872,0.0353546430488517
Simvastatin,BATCH123,2025-05-29,0.06357623153866532,0.23664804724416916,3.619632798286083,0.03510370196325896,0.8713229289084812,0.7001345065888485
Simvastatin,BATCH124,2024-08-01,0.745906187835974,0.14751183782525293,3.4283327318716794,0.055166349118962565,0.029347681900738123,0.570307993174921
Simvastatin,BATCH125,2024-03-14,0.6165417703083995,0.20959871340957273,3.898071522786678,0.6552346332207045,0.42579832547174273,0.14222481096344383
Diazepam,BATCH126,2025-05-23,0.3769632890094283,0.3605352911742088,4.205238624899021,0.44274138905430693,0.960809917590224,0.13902465593237112
Omeprazole,BATCH127,2024-11-27,0.31746863722995017,0.15689450828946153,7.83030288728601,0.08973760106596862,0.18539011968607147,0.896230354406879
Diazepam,BATCH128,2025-11-18,0.12000668975191299,0.16524916107690057,5.378068556258413,0.38622991455456,0.6571900821285556,0.6864783490565279
Omeprazole,BATCH129,2025-10-18,0.9443543150935086,0.05331418300668777,5.551445163362628,0.47549489465567385,0.7922912653514979,0.39418000629459615
Diazepam,BATCH130,2026-10-24,0.5192856404574814,0.8581579424109083,6.534991024803679,0.6355901030038663,0.9342684749964597,0.34470050855776535
Paracetamol,BATCH131,2025-08-22,0.13124829169730262,0.227561037820135,6.421333989017953,0.11833006484160302,0.8730795166754057,0.3236847098416891
Omeprazole,BATCH132,2026-12-11,0.875245731857247,0.8236834146706743,5.5138870105648286,0.9948043145672312,0.6798154234827378,0.6581130487905253
Lisinopril,BATCH133,2024-11-20,0.31489151417692585,0.4439262922758662,4.699191970922547,0.4747055356057127,0.7140487558126606,0.186960940937693
Omeprazole,BATCH134,2026-09-18,0.2434225799479221,0.6361134365664731,4.655258467937198,0.6807905741338767,0.3496059215286161,0.9875605833845345
Atorvastatin,BATCH135,2025-12-17,0.31689056642510777,0.08494511479661336,3.288553669447556,0.9082181721708777,0.23169622737160991,0.6901848170314792
Paracetamol,BATCH136,2025-12-23,0.5863428856767557,0.5877446937923828,7.498150696362128,0.031823364071406735,0.9590365883648105,0.135848878636753
Simvastatin,BATCH137,2024-10-03,0.12035366027218468,0.2970954491415687,6.846972618633783,0.6013589781919871,0.9758103207341172,0.14664984986801638
Atorvastatin,BATCH138,2025-06-19,0.5076690636665426,0.10425785361968377,6.116716206507472,0.5403557414806197,0.43035664388135925,0.6518103528733205
Atorvastatin,BATCH139,2024-05-31,0.900956272868097,0.9091501712061572,4.980408716071121,0.05740680130631981,0.4167162894445511,0.3893425365803048
Omeprazole,BATCH140,2026-08-12,0.22876301605381766,0.607591761925996,5.912328653254386,0.6930277448302254,0.45720064901883806,0.663358158513428
Clopidogrel,BATCH141,2024-09-15,0.3646293335446316,0.24929055097157876,5.425449024842997,0.22078238048233845,0.4667997486591785,0.7252917121924827
Aspirin,BATCH142,2024-11-19,0.4263158667990701,0.4254515306151829,4.36967489239442,0.7018815867617644,0.8437448500114156,0.5425408565453261
Paracetamol,BATCH143,2026-10-13,0.606909675950883,0.36333113273890827,4.4928637335401715,0.3626291750370143,0.4363875401021868,0.26398818950701863
Atorvastatin,BATCH144,2026-05-18,0.9232915341999959,0.7035738691992431,7.372398532280275,0.7701262009980901,0.8835278272444044,0.5556495084894615
Aspirin,BATCH145,2025-11-18,0.4248122478303042,0.6113588442672191,6.174540362379515,0.941761443240162,0.698232882910987,0.4276467310072323
Aspirin,BATCH146,2024-11-05,0.11569519864387544,0.02958435430126795,3.0071124237106437,0.860512617952342,0.9657374295902661,0.891433689560974
Paracetamol,BATCH147,2026-03-13,0.3805533183594428,0.20584871970862675,4.634358825531539,0.4825735707541855,0.6778147642760695,0.7428092111627176
Clopidogrel,BATCH148,2026-12-15,0.23058114196985252,0.48334669251845297,4.699727323626769,0.22527290409790557,0.41805459444181475,0.6227942941708137
Ciprofloxacin,BATCH149,2025-09-11,0.6691857548781481,0.4510309343312527,6.53167779725808,0.9924235197282143,0.9187997351626681,0.04932569553030309
Losartan,BATCH150,2025-04-17,0.07779900370896557,0.5215081331240952,6.502266712405557,0.659498670403668,0.23749647319672387,0.9902679171680034
Lisinopril,BATCH151,2025-04-05,0.3273334725194197,0.7176627249732516,5.320774265026046,0.3959526374718245,0.9653059774092206,0.5706086866002844
Losartan,BATCH152,2026-03-24,0.5679148318709889,0.6851889085132448,7.754897064056973,0.481523747479205,0.05299470485557606,0.26638784378207525
Omeprazole,BATCH153,2026-04-25,0.31346749574707655,0.3790852879205715,7.36114584867073,0.12805529146516725,0.6445311911142924,0.5956104024155496
Simvastatin,BATCH154,2025-10-28,0.5734455191779915,0.8788058116592092,7.331053573645107,0.5052920299046455,0.028067154508892328,0.8197169925446652
Lisinopril,BATCH155,2024-09-18,0.15897670607782405,0.07230324474403356,4.74132755485814,0.1731645073663869,0.2119340341311752,0.543171446452159
Omeprazole,BATCH156,2024-12-20,0.9456652135901413,0.5886647961606092,5.154998945762149,0.36574549447409577,0.4693355006678256,0.7791200331802746
Atorvastatin,BATCH157,2026-02-08,0.32636146696339235,0.9501886376438344,5.0948096226416135,0.49176695724236685,0.1666903027077486,0.41890736034902354
Simvastatin,BATCH158,2024-06-28,0.9268507974203892,0.553590623447068,5.201334412319985,0.9477987391399227,0.9889356013064158,0.5940631585236271
Ibuprofen,BATCH159,2024-03-06,0.3595436675289381,0.4605552378047274,7.446053975054332,0.6246930867581012,0.7752823703519212,0.4280277446394449
Paracetamol,BATCH160,2026-03-30,0.7927481816143384,0.1425784128094602,4.245603497848999,0.3718901810588937,0.8523460089976429,0.5325184377387738
Lisinopril,BATCH161,2024-06-19,0.2838779895881903,0.8120872043188953,7.010975354796616,0.11308929441574123,0.9792797538407881,0.1758347670297898
Lisinopril,BATCH162,2025-04-18,0.6862804572701211,0.3800569411405029,5.570199875223867,0.7471885880803485,0.6780210178641649,0.6026556454460955
Levothyroxine,BATCH163,2025-06-17,0.35753040313162876,0.7042334503898411,4.2454209286664115,0.46685289528157736,0.27393220161921333,0.9791616555220292
Atorvastatin,BATCH164,2025-03-14,0.5337011727491758,0.20557141160298648,5.636468894297771,0.06815515565117225,0.7593841001022628,0.7671683638890386
Ciprofloxacin,BATCH165,2026-04-14,0.6901234384754967,0.05144457090282758,3.9772081033702156,0.6568746199734853,0.588468025630944,0.3268479898706924
Aspirin,BATCH166,2024-08-14,0.6094383799428126,0.31241277800272055,3.5408964875351745,0.35010538201508823,0.27482406687604793,0.8652217145072986
Simvastatin,BATCH167,2025-03-17,0.5974665636195096,0.28859972284232194,7.190887089160255,0.4038912811676184,0.37361161189466807,0.8967677734378423
Atorvastatin,BATCH168,2025-01-30,0.11239679387473642,0.8747405009920015,6.496610117153299,0.838853823023788,0.6117892442182914,0.18503821665714248
Metformin,BATCH169,2025-12-28,0.2866229905630122,0.8660270407989064,4.024894951069344,0.13730823941151915,0.40149990579614997,0.0626025221835645
Clopidogrel,BATCH170,2024-03-24,0.5932473253637146,0.5385552803753668,7.711473651293245,0.3403748706200561,0.24278065799671478,0.5767511820353863
Aspirin,BATCH171,2026-11-02,0.0674013468549388,0.028808956116471676,3.121991866706246,0.3636681463029817,0.4356239609828583,0.4811240573947243
Paracetamol,BATCH172,2025-11-23,0.2881120423601807,0.2360414162912713,4.666400935250907,0.003329358656165793,0.241264865906464,0.71753934486347
Aspirin,BATCH173,2025-05-07,0.2677259774596369,0.6426224682712989,3.1082651924576834,0.8453289163712301,0.8763594801445033,0.3001281015584815
Ciprofloxacin,BATCH174,2026-08-27,0.2873633046527927,0.11039431741606387,3.7114879664466662,0.8353125681895632,0.6971329276201477,0.3864098149166128
Omeprazole,BATCH175,2024-12-18,0.5588290245883211,0.7036160420722526,3.9003968808170573,0.6618363090087985,0.3827721296812551,0.27121374436806855
Levothyroxine,BATCH176,2026-12-16,0.6028623363182328,0.02184264032915604,7.051674338652838,0.8989409248328012,0.9459865701367102,0.29921610812728583
Aspirin,BATCH177,2024-02-09,0.9135480946541708,0.6857114076155777,7.965198352666923,0.2728866083367768,0.3950589748598225,0.019194480704172238
Paracetamol,BATCH178,2025-10-01,0.4167294965749082,0.8460938504307857,7.336601373055276,0.220630280629577,0.5787244930534893,0.5156479612885078
Ciprofloxacin,BATCH179,2024-06-21,0.9302499712859696,0.4745255424496551,6.17566494391019,0.06852080041553288,0.5167533980960273,0.4784230425231006
Losartan,BATCH180,2024-09-15,0.6693566277349617,0.8307901802089372,6.614617150287112,0.5920128126203708,0.13069736514684077,0.36231599487159766
Lisinopril,BATCH181,2025-05-31,0.9170273761055279,0.7837124559114309,5.614104970103426,0.49635545506135437,0.42955406597715506,0.5447884305809416
Omeprazole,BATCH182,2025-12-30,0.841798496596046,0.6747049586660003,5.112718033239959,0.8103963156930589,0.08677015661086387,0.39784270756737594
Levothyroxine,BATCH183,2025-06-06,0.7032033212373031,0.4506977885838553,6.460844654212196,0.4812870375331103,0.1788457985836283,0.4382355737214799
Lisinopril,BATCH184,2026-04-18,0.38830060454301146,0.2791850039574789,7.865583430046911,0.2032362197951436,0.7896529824566931,0.011964603973985332
Clopidogrel,BATCH185,2024-04-26,0.27905492530095755,0.86225532254718,3.144470211781585,0.8095969174541168,0.3096353052422842,0.07564397748227585
Omeprazole,BATCH186,2024-07-02,0.2612718637364306,0.6521044758663188,4.57042475162013,0.45545457213274554,0.09806632915718169,0.15919550087448095
Omeprazole,BATCH187,2024-06-10,0.9545651455834672,0.8000366668980704,4.6502990150356025,0.955830220593657,0.7217690828911927,0.19218027831336323
Omeprazole,BATCH188,2025-06-26,0.9606451509728902,0.5564472584516029,5.071254279100498,0.5344714174089772,0.804372568910696,0.4576706541458445
Losartan,BATCH189,2026-04-18,0.7385898048480934,0.18014777014898545,6.134460734507243,0.11673893429026339,0.5822966380556309,0.8761617357494642
Losartan,BATCH190,2026-12-25,0.8896061848726534,0.9796435601184009,5.568765812398507,0.8510244440976912,0.9164555163834022,0.41197350731521015
